Devices
1000
,,Force Plate 1 - Force,,,Force Plate 1 - Moment,,,Force Plate 1 - CoP,,,Force Plate 2 - Force,,,Force Plate 2 - Moment,,,Force Plate 2 - CoP,,,Force Plate 3 - Force,,,Force Plate 3 - Moment,,,Force Plate 3 - CoP,,,Force Plate 4 - Force,,,Force Plate 4 - Moment,,,Force Plate 4 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
696,7,9.74311e-011,1.65797e-010,4.42215e-010,1.98199e-008,1.45164e-007,-3.90679e-008,300,-205,0,-5.45114,11.6837,-44.4453,206.128,-11477.2,-3171.76,41.7683,195.362,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
696,8,-1.45377e-010,-2.45492e-010,-6.5667e-010,-2.9415e-008,-2.15869e-007,5.85736e-008,300,-205,0,-5.5357,11.5683,-44.4826,212.534,-11458.2,-3177.1,42.4105,195.222,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
696,9,1.16302e-010,1.9255e-010,5.18923e-010,2.32107e-008,1.71213e-007,-4.74273e-008,300,-205,0,-5.42073,11.6279,-44.6553,248.442,-11436.1,-3191.68,43.903,194.436,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,0,1.11038e-010,1.98378e-010,5.197e-010,2.33757e-008,1.69072e-007,-4.31306e-008,300,-205,0,-5.30271,11.685,-44.7678,200.188,-11478.9,-3203.81,43.5902,195.528,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,1,-6.66032e-010,-1.14381e-009,-3.04036e-009,-1.36359e-007,-9.96352e-007,2.65522e-007,300,-205,0,-5.42896,11.6438,-44.5412,209.765,-11464.3,-3184.3,42.6139,195.291,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,2,1.54769e-009,2.63467e-009,7.02622e-009,3.14921e-007,2.3063e-006,-6.20446e-007,300,-205,0,-5.39931,11.6435,-44.4993,261.725,-11457.6,-3156.56,42.5212,194.118,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,3,-2.36163e-009,-3.98997e-009,-1.06708e-008,-4.78008e-007,-3.50752e-006,9.51221e-007,300,-205,0,-5.33095,11.6915,-44.4854,298.384,-11368.2,-3154.15,44.4516,193.293,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,4,1.99542e-009,3.31117e-009,8.91586e-009,3.98862e-007,2.94045e-006,-8.126e-007,300,-205,0,-5.5756,11.7033,-44.594,305.043,-11343.3,-3164.41,45.6312,193.16,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,5,1.50369e-009,2.71042e-009,7.07781e-009,3.18559e-007,2.29883e-006,-5.80535e-007,300,-205,0,-5.62424,11.6538,-44.7699,273.755,-11509.2,-3157.55,42.9261,193.885,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,6,-1.02919e-008,-1.76869e-008,-4.70015e-008,-2.10811e-006,-1.54009e-005,4.10121e-006,300,-205,0,-5.51875,11.7,-44.5248,293.428,-11478.2,-3163.03,42.2065,193.41,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,7,2.45578e-008,4.18211e-008,1.11514e-007,4.99828e-006,3.66011e-005,-9.84252e-006,300,-205,0,-5.56749,11.7864,-44.3867,282.731,-11413,-3197.7,42.8732,193.63,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,8,-3.83091e-008,-6.47543e-008,-1.73148e-007,-7.75658e-006,-5.69091e-005,1.54256e-005,300,-205,0,-5.40429,11.7287,-44.5155,212.957,-11519.1,-3205.39,41.2332,195.216,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
697,9,3.4027e-008,5.65758e-008,1.52225e-007,6.81097e-006,5.01853e-005,-1.38404e-005,300,-205,0,-5.31542,11.6362,-44.5538,247.091,-11491.8,-3196.78,42.0691,194.454,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,0,1.97015e-008,3.59616e-008,9.34841e-008,4.21136e-006,3.02928e-005,-7.5398e-006,300,-205,0,-5.53316,11.5892,-44.5963,300.903,-11417.5,-3194.42,43.9804,193.253,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,1,-1.58702e-007,-2.72934e-007,-7.25101e-007,-3.2524e-005,-0.00023756,6.32119e-005,300,-205,0,-5.57179,11.5635,-44.6392,272.061,-11445.4,-3186.15,43.6028,193.905,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,2,3.89233e-007,6.63103e-007,1.76788e-006,7.92423e-005,0.000580212,-0.000155964,300,-205,0,-5.45045,11.6075,-44.6902,256.603,-11453,-3188.77,43.7242,194.258,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,3,-6.20566e-007,-1.04944e-006,-2.80563e-006,-0.000125689,-0.000922056,0.000249806,300,-205,0,-5.46304,11.6801,-44.822,270.002,-11460.2,-3192.74,44.318,193.976,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,4,5.77158e-007,9.61293e-007,2.58479e-006,0.000115665,0.000851875,-0.000234511,300,-205,0,-5.57703,11.6753,-44.5956,274.265,-11507.3,-3176.32,41.9626,193.85,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,5,2.45728e-007,4.5724e-007,1.18051e-006,5.32542e-005,0.000381185,-9.27528e-005,300,-205,0,-5.56454,11.6364,-44.2272,267.369,-11499.4,-3189.02,39.9934,193.955,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,6,-2.44173e-006,-4.20251e-006,-1.11616e-005,-0.000500674,-0.00365626,0.000972067,300,-205,0,-5.42724,11.6611,-44.3986,278.509,-11439.9,-3223.68,42.3372,193.727,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,7,6.16227e-006,1.05022e-005,2.79955e-005,0.00125489,0.00918737,-0.00246859,300,-205,0,-5.50327,11.6543,-44.7357,300.006,-11499.4,-3188.15,42.9472,193.294,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,8,-1.0039e-005,-1.69847e-005,-4.54e-005,-0.00203394,-0.0149192,0.00404002,300,-205,0,-5.73338,11.553,-44.7917,265.675,-11557,-3156.55,41.9838,194.069,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
698,9,9.74365e-006,1.62536e-005,4.36783e-005,0.00195476,0.0143911,-0.00395536,300,-205,0,-5.75482,11.6063,-44.6978,224.476,-11454.7,-3207.07,43.7291,194.978,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,0,2.82448e-006,5.43295e-006,1.3865e-005,0.000626939,0.00444983,-0.00103992,300,-205,0,-5.68087,11.7001,-44.6783,225.241,-11424.2,-3193.07,44.3004,194.959,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,1,-3.74771e-005,-6.45566e-005,-0.000171404,-0.00768915,-0.0561392,0.0149119,300,-205,0,-5.68443,11.6005,-44.5336,240.495,-11462.6,-3119.99,42.6085,194.6,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,2,9.74484e-005,0.000166143,0.000442821,0.0198498,0.145312,-0.039028,300,-205,0,-5.63736,11.6462,-44.1676,272.302,-11478.4,-3144.99,40.1166,193.835,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,3,-0.000162192,-0.000274527,-0.000733689,-0.0328706,-0.241083,0.0652533,300,-205,0,-5.58724,11.7581,-44.2034,267.687,-11499,-3180.62,39.8608,193.944,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,4,0.000163805,0.000273622,0.000734922,0.0328938,0.24208,-0.0664399,300,-205,0,-5.60061,11.6772,-44.5297,253.757,-11417.7,-3160.39,43.5937,194.301,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,5,2.75724e-005,5.6952e-005,0.000141883,0.00644745,0.044949,-0.00957276,300,-205,0,-5.63592,11.5711,-44.6089,252.988,-11396.8,-3168.33,44.5171,194.329,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,6,-0.00057373,-0.000989179,-0.00262549,-0.117786,-0.85977,0.228151,300,-205,0,-5.67699,11.5077,-44.6495,212.123,-11502.9,-3177.03,42.3746,195.249,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,7,0.00153924,0.00262534,0.00699627,0.313623,2.29565,-0.616309,300,-205,0,-5.66203,11.5945,-44.5892,233.543,-11489.2,-3168.25,42.3312,194.762,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,8,-0.00261707,-0.00443156,-0.0118417,-0.530547,-3.89076,1.05262,300,-205,0,-5.62179,11.6473,-44.5325,283.352,-11415.6,-3174.97,43.6577,193.637,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
699,9,0.00274345,0.00458836,0.0123181,0.551388,4.0566,-1.11192,300,-205,0,-5.5991,11.5871,-44.6809,226.516,-11439,-3172.78,43.9849,194.93,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,0,0.000161077,0.000434558,0.0009988,0.0461785,0.301864,-0.0408664,300,-205,0,-5.60801,11.6591,-44.4932,216.593,-11474.2,-3158.38,42.1131,195.132,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,1,-0.00875847,-0.0151155,-0.040105,-1.79935,-13.1308,3.48073,300,-205,0,-5.69191,11.6301,-44.3101,268.19,-11431.1,-3175.9,42.0198,193.947,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,2,0.0242841,0.041436,0.110406,4.94935,36.2244,-9.72089,300,-205,0,-5.74449,11.5548,-44.5326,245.225,-11415,-3206.78,43.6713,194.493,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,3,-0.0421759,-0.0714474,-0.190887,-8.55264,-62.7139,16.9594,300,-205,0,-5.71721,11.6164,-44.5336,270.629,-11458.3,-3201,42.704,193.923,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,4,0.0457917,0.0766715,0.205749,9.21054,67.743,-18.5466,300,-205,0,-5.75354,11.6144,-44.3443,307.351,-11451.4,-3191.01,41.7619,193.069,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,5,-0.00187014,-0.000618947,-0.00421109,-0.166169,-1.79785,1.12888,300,-205,0,-5.7764,11.6387,-44.1627,279.7,-11463.3,-3185.09,40.4311,193.667,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,6,-0.133297,-0.230291,-0.610776,-27.4052,-199.935,52.9374,300,-205,0,-5.72605,11.7176,-44.002,279.518,-11482.2,-3178.21,39.0518,193.648,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,7,0.382663,0.653207,1.7402,78.0131,570.919,-153.14,300,-205,0,-5.74293,11.7023,-44.2254,259.828,-11458.9,-3198.59,40.899,194.125,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,8,-0.678874,-1.1505,-3.07335,-137.705,-1009.64,272.913,-28.5144,-160.194,0,-5.7481,11.6043,-44.3644,245.018,-11447.6,-3201.38,41.9648,194.477,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
700,9,-4.15257,-7.09204,-18.9086,-837.763,-6225.76,1664.72,-29.2549,-160.694,0,-5.66441,11.5216,-44.1056,263.116,-11405.5,-3173.7,41.4046,194.034,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,0,-6.23977,-10.563,-28.3307,-1228.61,-9337.39,2511.91,-29.5851,-161.633,0,-5.69453,11.622,-44.2281,249.145,-11408.6,-3165.38,42.0501,194.367,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,1,-3.80917,-6.30249,-17.006,-716.399,-5598.19,1522.36,-29.1894,-162.874,0,-5.8249,11.7357,-44.6126,235.085,-11484.6,-3184.57,42.5696,194.731,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,2,-1.39837,-2.31676,-6.19708,-279.362,-2073.97,569.791,-34.6695,-159.92,0,-5.79652,11.5774,-44.4735,262.176,-11527.6,-3199.25,40.7982,194.105,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,3,-3.85739,-6.72246,-18.1585,-813.21,-6062.73,1654.77,-33.8773,-160.216,0,-5.75776,11.5104,-44.0851,262.07,-11538,-3198.17,38.2782,194.055,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,4,-5.66726,-9.74315,-26.1356,-1142.06,-8685.88,2360.56,-32.3384,-161.303,0,-5.77532,11.7028,-44.2661,217.547,-11548.5,-3207.22,39.1113,195.085,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,5,-4.9602,-8.43258,-22.1459,-992.456,-7370.6,1989.1,-32.82,-160.186,0,-5.71464,11.6961,-44.6906,200.667,-11522.9,-3205.9,42.1624,195.51,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,6,-5.03812,-8.70269,-23.0731,-1019.19,-7705.85,2084.41,-33.9751,-160.828,0,-5.78972,11.5508,-44.777,177.963,-11438.5,-3180.73,44.5444,196.026,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,7,-5.14584,-8.79828,-23.4893,-1004.49,-7834.74,2129.29,-33.5447,-162.236,0,-5.95499,11.6102,-44.7685,188.115,-11425.7,-3168.19,44.7831,195.798,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,8,-5.24214,-8.6695,-22.85,-990.108,-7580.19,2070.25,-31.7364,-161.669,0,-5.92625,11.7028,-44.6078,243.826,-11494.7,-3169.82,42.3174,194.534,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
701,9,-5.35803,-8.81552,-23.415,-1000.67,-7750.37,2129.9,-30.9994,-162.264,0,-5.74634,11.6813,-44.5526,217.667,-11507.7,-3174.33,41.7046,195.114,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,0,-5.22308,-8.68533,-23.4107,-996.668,-7683.92,2089.46,-28.2218,-162.427,0,-5.69521,11.6837,-44.6569,181.125,-11483.7,-3191.09,42.8462,195.944,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,1,-5.09848,-8.74729,-23.7796,-1024.94,-7737.49,2075.23,-25.3836,-161.899,0,-5.79947,11.7102,-44.3906,220.095,-11452.6,-3208.8,42.0042,195.042,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,2,-4.91678,-8.83512,-23.7751,-1022.72,-7776.27,2124.68,-27.0764,-161.984,0,-5.77186,11.6768,-44.1612,279.275,-11433.3,-3219.93,41.1015,193.676,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,3,-5.04219,-9.00978,-23.6797,-1024.6,-7788.76,2158.38,-28.922,-161.731,0,-5.77053,11.6006,-44.4534,296.931,-11458.6,-3222.62,42.2336,193.32,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,4,-5.25745,-8.92688,-24.0459,-1023.82,-7823.74,2154.23,-25.3665,-162.422,0,-5.93314,11.5972,-45.0435,236.836,-11471.1,-3188.9,45.3318,194.742,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,5,-5.09555,-8.74599,-24.0963,-1040.15,-7846.67,2118,-25.6373,-161.834,0,-5.90264,11.6667,-44.7712,220.01,-11471.8,-3163.03,43.7679,195.086,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,6,-4.93241,-8.94209,-24.0599,-1055.06,-7929.2,2113.23,-29.5613,-161.149,0,-5.81471,11.69,-43.8792,272.364,-11499.3,-3181.59,37.9336,193.793,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,7,-5.08874,-9.09123,-24.2094,-1057.59,-7900.36,2156.74,-26.3337,-161.315,0,-5.88463,11.6442,-44.2919,239.651,-11505.9,-3180.2,40.2248,194.589,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,8,-5.18232,-9.00539,-23.894,-1079.72,-7888.16,2138.43,-30.1318,-159.812,0,-5.89769,11.5666,-44.9017,174.757,-11490.5,-3174.79,44.0974,196.108,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
702,9,-5.10231,-8.88336,-23.9976,-1040.65,-7992.62,2144.95,-33.0586,-161.635,0,-5.91995,11.5878,-44.4607,209.882,-11522.8,-3195.04,40.8308,195.279,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,0,-5.06828,-8.84363,-24.5065,-1026.46,-7976.57,2200.82,-25.4886,-163.115,0,-5.95281,11.7158,-44.2551,260.293,-11555.3,-3195.71,38.8944,194.118,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,1,-5.06922,-8.95157,-24.5269,-1099.72,-7965.43,2190.85,-24.7622,-160.163,0,-5.89115,11.7594,-44.578,217.943,-11508.7,-3186.71,41.8309,195.111,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,2,-5.14172,-9.07217,-24.5563,-1090.87,-8028.55,2174.38,-26.9447,-160.577,0,-5.9032,11.6764,-44.9059,185.718,-11496.3,-3176.87,43.9906,195.864,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,3,-5.05158,-9.09115,-24.4476,-1040.97,-8072,2155.23,-30.1752,-162.421,0,-5.95236,11.6316,-44.7806,239.726,-11541.9,-3155.54,42.256,194.647,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,4,-4.84806,-9.07472,-24.4841,-1061.2,-8031.32,2153.73,-28.0216,-161.657,0,-5.89426,11.6362,-44.4574,264.183,-11524.9,-3151.82,40.7644,194.058,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,5,-5.03209,-9.11241,-24.751,-1086.69,-7936.27,2180.36,-20.6446,-161.095,0,-5.87127,11.5827,-44.479,235.52,-11500,-3192.49,41.4518,194.705,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,6,-5.13649,-9.15355,-24.5309,-1080.37,-7988.86,2175.33,-25.6653,-160.959,0,-5.94277,11.5267,-44.4931,221.335,-11474.8,-3223.7,42.0998,195.025,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,7,-4.96924,-9.15108,-24.5476,-1040.64,-8064.43,2194.34,-28.5228,-162.607,0,-5.98111,11.5306,-44.3269,216.784,-11472.7,-3201.12,41.1794,195.109,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,8,-5.03598,-9.16326,-24.9206,-1047.28,-8067.91,2197.22,-23.7444,-162.976,0,-5.95961,11.6043,-44.1355,235.258,-11558.5,-3192.36,38.1122,194.67,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
703,9,-5.11275,-9.13719,-24.9133,-1119.63,-8127.11,2171.21,-26.2157,-160.059,0,-5.93457,11.6416,-44.3367,255.408,-11590.8,-3187.89,38.5731,194.239,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,0,-5.12604,-9.1106,-24.925,-1126,-8121.76,2188.46,-25.848,-159.824,0,-5.97904,11.6185,-44.5991,252.204,-11570,-3179.22,40.5773,194.345,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,1,-5.02507,-9.20524,-24.9851,-1097.32,-8062.01,2182.65,-22.6729,-161.081,0,-6.00453,11.6261,-44.265,272.681,-11593.5,-3186.83,38.088,193.84,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,2,-4.77224,-9.27227,-24.9666,-1093.74,-8102.94,2162.05,-24.5511,-161.192,0,-6.01665,11.633,-44.2783,252.357,-11573.2,-3170.63,38.6247,194.301,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,3,-4.87994,-9.24958,-25.2233,-1091.64,-8142.3,2177.88,-22.8083,-161.721,0,-6.1385,11.6481,-44.8105,190.376,-11515.7,-3170.46,43.0131,195.752,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,4,-5.15405,-9.25474,-25.1825,-1102.15,-8127.14,2195.98,-22.7301,-161.233,0,-6.15167,11.5446,-45.0477,209.854,-11533.8,-3172.09,43.9649,195.342,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,5,-5.12099,-9.24175,-25.0912,-1105.24,-8142.49,2214.91,-24.5156,-160.951,0,-6.02173,11.4027,-44.9086,226.137,-11562.7,-3163.32,42.5271,194.964,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,6,-4.94868,-9.27799,-25.4726,-1121.5,-8150.24,2212.49,-19.9608,-160.973,0,-6.05359,11.4942,-44.5646,195.466,-11530.7,-3183.4,41.258,195.614,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,7,-4.87345,-9.42025,-25.3392,-1126.82,-8191.23,2189.13,-23.2629,-160.53,0,-6.15327,11.5983,-44.7234,219.11,-11548.8,-3189.33,41.7738,195.101,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,8,-4.99436,-9.34298,-24.95,-1076.08,-8251.65,2203,-30.7278,-161.871,0,-6.11831,11.573,-45.1122,242.628,-11644.5,-3166.77,41.877,194.622,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
704,9,-5.13917,-9.20958,-25.2866,-1082.66,-8236.93,2234.56,-25.7422,-162.185,0,-6.06899,11.5817,-44.6753,195.169,-11590.1,-3143.36,40.57,195.631,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,0,-5.05465,-9.38646,-25.6966,-1127.75,-8244.17,2241.39,-20.8275,-161.113,0,-6.03888,11.6061,-44.2005,193.773,-11466,-3143.76,40.5921,195.616,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,1,-4.95327,-9.53159,-25.4855,-1111.07,-8204.2,2217.84,-21.9163,-161.404,0,-6.01729,11.5642,-44.2982,269.651,-11553.6,-3155.13,39.1855,193.913,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,2,-4.95892,-9.47081,-25.3583,-1138.57,-8192.72,2180.23,-23.0785,-160.101,0,-6.07409,11.4942,-44.0991,242.063,-11592.3,-3166.56,37.1298,194.511,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,3,-4.96898,-9.36265,-25.5359,-1182.7,-8346.36,2183.1,-26.8478,-158.685,0,-6.11553,11.4644,-44.1477,201.649,-11490.9,-3177.9,39.718,195.432,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,4,-5.06711,-9.31263,-25.4307,-1130.7,-8377.54,2234.94,-29.4263,-160.538,0,-6.0818,11.5559,-44.7211,243.845,-11479.5,-3178.9,43.31,194.547,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,5,-5.13221,-9.36472,-25.4897,-1102.6,-8296.18,2259.56,-25.4722,-161.743,0,-6.1751,11.64,-44.6768,207.761,-11495.7,-3176.36,42.6924,195.35,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,6,-5.06438,-9.4233,-25.7865,-1136.42,-8313.03,2232.49,-22.3792,-160.93,0,-6.23935,11.5674,-44.6144,207.048,-11575.5,-3161.39,40.5433,195.359,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,7,-5.00376,-9.44336,-26.0146,-1164.96,-8380.84,2227.17,-22.1592,-160.219,0,-6.0785,11.5581,-44.779,259.898,-11637.3,-3177.15,40.1175,194.196,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,8,-4.99962,-9.48241,-25.9861,-1165.79,-8424.04,2231.98,-24.1743,-160.138,0,-6.07346,11.5467,-44.5949,192.596,-11510.6,-3221.39,41.8844,195.681,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
705,9,-5.07549,-9.43613,-25.5749,-1123.67,-8365.83,2215.66,-27.1106,-161.064,0,-6.16723,11.446,-44.5793,157.428,-11436.8,-3225.77,43.4494,196.469,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
706,0,-5.09102,-9.30114,-25.7093,-1125.04,-8311.86,2243.18,-23.3021,-161.24,0,-6.16352,11.5568,-44.4844,239.427,-11503,-3192.69,41.414,194.618,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
706,1,-4.94968,-9.42624,-25.9914,-1165.68,-8369.07,2259.51,-21.9933,-160.152,0,-6.18331,11.6483,-44.4892,264.747,-11523.2,-3150.88,40.9896,194.049,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
706,2,-5.0083,-9.60441,-26.1671,-1165.51,-8378.06,2226.96,-20.1761,-160.459,0,-6.15346,11.5108,-45.0496,219.119,-11545.2,-3167.61,43.7231,195.136,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
706,3,-5.24484,-9.48778,-26.6413,-1152.56,-8345.74,2255.05,-13.2634,-161.738,0,-6.1783,11.4961,-45.0771,197.246,-11628.3,-3203.15,42.0345,195.624,0,0,-0,0,0,-0,0,-305,200,0,0,-0,0,0,-0,0,-305,-205,0
